TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1755352558;8/16/2025 1:55:58 PM;26.42;26.4;70.71;978.5;6.48;329;0;
1755352620;8/16/2025 1:57:00 PM;26.42;26.5;71.05;978.4;6.84;356;0;
1755352683;8/16/2025 1:58:03 PM;26.42;26.5;71.67;978.5;1.44;2;0;
1755352746;8/16/2025 1:59:06 PM;26.44;26.5;71.84;978.5;3.96;352;0;
1755352808;8/16/2025 2:00:08 PM;26.49;26.5;71.65;978.4;5.4;320;0;
1755352871;8/16/2025 2:01:11 PM;26.47;26.5;71.65;978.5;6.12;0;0;
1755352934;8/16/2025 2:02:14 PM;26.44;26.5;70.34;978.4;5.4;340;0;
1755352996;8/16/2025 2:03:16 PM;26.42;26.5;70.79;978.4;3.6;336;0;
1755353059;8/16/2025 2:04:19 PM;26.43;26.6;71.12;978.4;3.24;9;0;
1755353122;8/16/2025 2:05:22 PM;26.45;26.6;69.95;978.3;4.68;355;0;
1755353185;8/16/2025 2:06:25 PM;26.46;26.6;70.76;978.4;5.04;350;0;
1755353247;8/16/2025 2:07:27 PM;26.46;26.6;71.21;978.3;5.76;321;0;
1755353310;8/16/2025 2:08:30 PM;26.45;26.6;71.54;978.3;3.96;339;0;
1755353373;8/16/2025 2:09:33 PM;26.43;26.7;71.07;978.3;6.12;325;0;
