TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1745675735;4/26/2025 1:55:35 PM;22.04;27.6;90.23;996;3.6;157;0;
1745675798;4/26/2025 1:56:38 PM;22.09;27.7;90.46;996;5.76;127;0;
1745675860;4/26/2025 1:57:40 PM;22.15;27.8;90.34;996;5.4;168;0;
1745675923;4/26/2025 1:58:43 PM;22.17;27.8;89.99;995.9;11.52;134;0;
1745675986;4/26/2025 1:59:46 PM;22.2;28;89.72;995.9;8.64;153;0;
1745676048;4/26/2025 2:00:48 PM;22.22;28.2;89.51;995.8;9.72;127;0;
1745676111;4/26/2025 2:01:51 PM;22.27;28.6;89.91;995.9;4.68;159;0;
1745676174;4/26/2025 2:02:54 PM;22.33;28.8;89.4;995.8;7.2;138;0;
1745676236;4/26/2025 2:03:56 PM;22.43;29;88.88;995.9;7.2;161;0;
1745676299;4/26/2025 2:04:59 PM;22.48;29.1;89.01;995.8;5.04;183;0;
1745676362;4/26/2025 2:06:02 PM;22.58;29.3;88.45;995.9;5.76;171;0;
1745676425;4/26/2025 2:07:05 PM;22.68;29.4;88.27;995.8;6.84;123;0;
1745676487;4/26/2025 2:08:07 PM;22.76;29.5;87.91;995.8;10.8;127;0;
1745676550;4/26/2025 2:09:10 PM;22.78;29.6;87.32;995.8;7.2;128;0;
