TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1755286552;8/15/2025 7:35:52 PM;29.59;37.6;57.69;979.1;8.64;348;0;
1755286615;8/15/2025 7:36:55 PM;29.59;37.6;57.94;979.1;7.56;348;0;
1755286677;8/15/2025 7:37:57 PM;29.59;37.6;57.8;979.1;10.08;345;0;
1755286740;8/15/2025 7:39:00 PM;29.45;37.6;58.44;979.1;7.92;351;0;
1755286803;8/15/2025 7:40:03 PM;29.42;37.5;58.57;979.1;6.84;350;0;
1755286866;8/15/2025 7:41:06 PM;29.5;37.4;58.76;979.1;7.2;354;0;
1755286928;8/15/2025 7:42:08 PM;29.55;37.3;59.27;979.1;2.88;327;0;
1755286991;8/15/2025 7:43:11 PM;29.68;37.4;58.19;979;6.48;356;0;
1755287054;8/15/2025 7:44:14 PM;29.79;37.4;58.16;979;3.24;333;0;
1755287116;8/15/2025 7:45:16 PM;29.94;37.5;57.62;979;3.96;354;0;
1755287179;8/15/2025 7:46:19 PM;30.06;37.5;56.15;979;7.92;4;0;
1755287242;8/15/2025 7:47:22 PM;30.16;37.5;56.65;978.9;4.68;0;0;
1755287304;8/15/2025 7:48:24 PM;30.31;37.6;55.33;978.9;8.28;15;0;
1755287367;8/15/2025 7:49:27 PM;30.31;37.6;55.83;979;4.68;17;0;
1755287430;8/15/2025 7:50:30 PM;30.33;37.2;56.75;979;1.44;299;0;
1755287492;8/15/2025 7:51:32 PM;30.41;37;58.64;979;7.2;284;0;
1755287555;8/15/2025 7:52:35 PM;30.3;37;59.96;978.9;3.96;333;0;
1755287618;8/15/2025 7:53:38 PM;30.19;36.7;60.05;979;4.68;311;0;
1755287681;8/15/2025 7:54:41 PM;29.94;36.8;61.13;978.9;7.92;345;0;
1755287743;8/15/2025 7:55:43 PM;29.63;36.9;62.48;978.9;7.56;260;0;
1755287806;8/15/2025 7:56:46 PM;29.42;37;63.71;978.9;8.64;344;0;
1755287869;8/15/2025 7:57:49 PM;29.33;37.1;63.96;978.9;7.92;337;0;
1755287931;8/15/2025 7:58:51 PM;29.34;37.2;64.28;978.8;10.44;351;0;
1755287994;8/15/2025 7:59:54 PM;29.31;37.2;64.4;978.8;7.2;333;0;
1755288057;8/15/2025 8:00:57 PM;29.23;37;64.62;979;7.92;303;0;
1755288119;8/15/2025 8:01:59 PM;29.18;37.1;65.36;978.9;10.08;354;0;
1755288182;8/15/2025 8:03:02 PM;29.11;37.1;64.44;979;11.16;348;0;
1755288245;8/15/2025 8:04:05 PM;28.97;37.1;65.17;978.9;10.8;313;0;
