TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1753015205;7/20/2025 12:40:05 PM;26.66;33.5;87.86;1000.3;6.48;249;0;
1753015267;7/20/2025 12:41:07 PM;26.7;33.5;87.97;1000.4;5.4;227;0;
1753015330;7/20/2025 12:42:10 PM;26.77;33.4;87.63;1000.4;8.28;242;0;
1753015393;7/20/2025 12:43:13 PM;26.81;33.4;87.57;1000.4;5.4;250;0;
1753015455;7/20/2025 12:44:15 PM;26.85;33.3;87.42;1000.4;5.76;227;0;
1753015518;7/20/2025 12:45:18 PM;26.9;33.4;87.44;1000.4;7.92;231;0;
1753015581;7/20/2025 12:46:21 PM;26.91;33.7;87.35;1000.4;5.4;226;0;
1753015643;7/20/2025 12:47:23 PM;26.93;33.7;87.21;1000.3;5.4;225;0;
1753015706;7/20/2025 12:48:26 PM;26.96;34.1;87.34;1000.4;3.6;224;0;
1753015769;7/20/2025 12:49:29 PM;27;34.3;87.83;1000.5;2.16;198;0;
1753015832;7/20/2025 12:50:32 PM;27.07;34.4;86.88;1000.4;6.48;233;0;
1753015894;7/20/2025 12:51:34 PM;27.14;34.4;86.41;1000.3;7.92;256;0;
1753015957;7/20/2025 12:52:37 PM;27.15;34.3;86.63;1000.3;6.12;231;0;
1753016020;7/20/2025 12:53:40 PM;27.19;34.4;86.55;1000.4;3.6;225;0;
