NUMBER;TEAM;VEHICLE;CLASS;FIRSTNAME;SECONDNAME;TOTAL_DRIVER_LAPS;BESTLAP_1;BESTLAP_1_LAPNUM;BESTLAP_2;BESTLAP_2_LAPNUM;BESTLAP_3;BESTLAP_3_LAPNUM;BESTLAP_4;BESTLAP_4_LAPNUM;BESTLAP_5;BESTLAP_5_LAPNUM;BESTLAP_6;BESTLAP_6_LAPNUM;BESTLAP_7;BESTLAP_7_LAPNUM;BESTLAP_8;BESTLAP_8_LAPNUM;BESTLAP_9;BESTLAP_9_LAPNUM;BESTLAP_10;BESTLAP_10_LAPNUM;AVERAGE;
2;RVA Graphics Motorsports by Speed Syndicate;Toyota GR86;Am;Will;Robusto;10;2:28.047;3;2:33.529;2;;0;;0;;0;;0;;0;;0;;0;;0;2:30.788;
3;Eagles Canyon Racing Powered by Fast Track;Toyota GR86;Am;Jason;Kos;11;2:30.227;8;2:30.867;3;2:31.123;7;2:31.460;2;2:33.008;11;;0;;0;;0;;0;;0;2:31.337;
03;Precision Racing LA;Toyota GR86;Am;Karl;Forman;10;2:31.081;10;2:32.029;7;2:32.083;4;2:32.222;6;2:32.917;5;2:34.075;3;;0;;0;;0;;0;2:32.401;
5;Copeland Motorsports;Toyota GR86;Am;Beltre;Curtis;11;2:30.187;11;2:30.229;5;2:30.639;7;2:31.111;3;2:31.535;8;2:31.637;2;2:32.916;4;2:33.200;6;;0;;0;2:31.431;
7;Copeland Motorsports;Toyota GR86;Am;Jaxon;Bell;8;2:27.135;5;2:27.699;3;2:28.294;2;2:41.271;4;;0;;0;;0;;0;;0;;0;2:31.099;
8;Eagles Canyon Racing Powered by Fast Track;Toyota GR86;Am;Tom;Rudnai;10;2:36.523;10;2:38.104;7;2:38.743;6;2:41.346;5;;0;;0;;0;;0;;0;;0;2:38.679;
11;RVA Graphics Motorsports by Speed Syndicate;Toyota GR86;Am;Farran;Davis;10;2:30.229;6;2:30.864;10;2:32.808;5;;0;;0;;0;;0;;0;;0;;0;2:31.300;
13;BSI Racing;Toyota GR86;Am;Westin;Workman;11;2:27.441;6;2:27.920;3;2:28.340;2;2:31.331;5;;0;;0;;0;;0;;0;;0;2:28.758;
14;Skip Barber Racing;Toyota GR86;Am;Alex;Garcia;7;2:29.509;2;2:29.942;3;2:30.114;4;2:30.704;5;;0;;0;;0;;0;;0;;0;2:30.067;
15;TechSport;Toyota GR86;Am;Brett;Kowalski;9;2:28.250;3;2:28.895;5;2:28.931;4;2:29.062;2;2:29.592;9;;0;;0;;0;;0;;0;2:28.946;
16;Copeland Motorsports;Toyota GR86;Am;John;Dean;10;2:27.973;7;2:27.974;3;2:28.484;6;2:28.822;10;2:28.973;2;;0;;0;;0;;0;;0;2:28.445;
18;Precision Racing LA;Toyota GR86;Am;Rutledge;Wood;10;2:34.405;10;2:35.120;6;2:35.614;4;2:36.131;5;2:36.819;7;2:37.869;3;;0;;0;;0;;0;2:35.993;
21;Copeland Motorsports;Toyota GR86;Am;Ford;Koch;11;2:28.380;7;2:28.512;11;2:28.728;3;2:28.746;6;2:29.336;8;2:29.992;2;2:30.518;4;2:31.789;5;;0;;0;2:29.500;
31;Nitro Motorsports;Toyota GR86;Am;Jackson;Tovo;9;2:29.156;6;2:29.345;5;2:29.497;3;2:30.024;9;2:31.309;4;2:44.605;2;;0;;0;;0;;0;2:32.322;
41;Copeland Motorsports;Toyota GR86;Am;Jenson;Sofronas;10;2:28.472;4;2:29.206;5;2:30.395;10;2:30.515;3;2:32.016;2;;0;;0;;0;;0;;0;2:30.120;
46;Lucas Racing;Toyota GR86;Am;Lucas;Weisenberg;11;2:27.742;4;2:28.175;11;2:28.180;6;2:28.475;5;2:29.206;3;2:30.281;2;;0;;0;;0;;0;2:28.676;
47;TechSport;Toyota GR86;Am;Ayden;Kirk;11;2:28.429;7;2:28.651;4;2:28.788;5;2:29.623;6;2:30.204;3;2:32.368;2;;0;;0;;0;;0;2:29.677;
