TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1745586050;4/25/2025 1:00:50 PM;-999;25.6;-999;-999;-999;64537;0;
1745586149;4/25/2025 1:02:29 PM;-999;25.6;-999;-999;-999;64537;0;
1745586247;4/25/2025 1:04:07 PM;-999;25.6;-999;-999;-999;64537;0;
1745586346;4/25/2025 1:05:46 PM;-999;25.6;-999;-999;-999;64537;0;
1745586445;4/25/2025 1:07:25 PM;-999;25.6;-999;-999;-999;64537;0;
1745586544;4/25/2025 1:09:04 PM;-999;25.7;-999;-999;-999;64537;0;
1745586643;4/25/2025 1:10:43 PM;-999;25.7;-999;-999;-999;64537;0;
1745586742;4/25/2025 1:12:22 PM;-999;25.8;-999;-999;-999;64537;0;
1745586841;4/25/2025 1:14:01 PM;-999;25.9;-999;-999;-999;64537;0;
1745586940;4/25/2025 1:15:40 PM;-999;25.9;-999;-999;-999;64537;0;
1745587039;4/25/2025 1:17:19 PM;-999;26;-999;-999;-999;64537;0;
1745587138;4/25/2025 1:18:58 PM;-999;26;-999;-999;-999;64537;0;
1745587237;4/25/2025 1:20:37 PM;-999;26;-999;-999;-999;64537;0;
1745587336;4/25/2025 1:22:16 PM;-999;26;-999;-999;-999;64537;0;
1745587435;4/25/2025 1:23:55 PM;-999;26.1;-999;-999;-999;64537;0;
1745587534;4/25/2025 1:25:34 PM;-999;26;-999;-999;-999;64537;0;
1745587632;4/25/2025 1:27:12 PM;-999;26.1;-999;-999;-999;64537;0;
1745587730;4/25/2025 1:28:50 PM;-999;26.1;-999;-999;-999;64537;0;
