NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
03;1;1;3:08.689;0;;1:21.753;0;53.004;0;53.932;0;114.8;3:08.689;09:18:08.689;1:21.753;0:53.004;0:53.932;;Karl Forman;0:00:37.461;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;81.753;53.004;53.932;54.138;54.138;27.615;1:21.753;30.270;1:52.023;22.734;2:14.757;34.037;2:48.794;19.895;3:08.689;
03;1;2;2:30.026;0;;44.705;0;51.713;0;53.608;0;144.4;5:38.715;09:20:38.715;0:44.705;0:51.713;0:53.608;;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;44.705;51.713;53.608;18.078;18.078;26.627;44.705;29.330;1:14.035;22.383;1:36.418;33.810;2:10.228;19.798;2:30.026;
03;1;3;2:29.716;0;;44.371;0;51.598;0;53.747;0;144.7;8:08.431;09:23:08.431;0:44.371;0:51.598;0:53.747;;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;44.371;51.598;53.747;18.262;18.262;26.109;44.371;29.195;1:13.566;22.403;1:35.969;33.898;2:09.867;19.849;2:29.716;
03;1;4;2:29.671;0;;44.408;0;51.645;0;53.618;0;144.8;10:38.102;09:25:38.102;0:44.408;0:51.645;0:53.618;;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;44.408;51.645;53.618;18.113;18.113;26.295;44.408;29.067;1:13.475;22.578;1:36.053;33.625;2:09.678;19.993;2:29.671;
03;1;5;2:28.959;0;;44.379;0;51.341;0;53.239;0;145.5;13:07.061;09:28:07.061;0:44.379;0:51.341;0:53.239;;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;44.379;51.341;53.239;18.212;18.212;26.167;44.379;29.001;1:13.380;22.340;1:35.720;33.554;2:09.274;19.685;2:28.959;
03;1;6;2:30.019;0;;44.093;0;51.223;0;54.703;0;144.4;15:37.080;09:30:37.080;0:44.093;0:51.223;0:54.703;;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;44.093;51.223;54.703;17.969;17.969;26.124;44.093;29.032;1:13.125;22.191;1:35.316;34.758;2:10.074;19.945;2:30.019;
03;1;7;2:29.644;0;;44.593;0;51.897;0;53.154;0;144.8;18:06.724;09:33:06.724;0:44.593;0:51.897;0:53.154;;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;44.593;51.897;53.154;17.916;17.916;26.677;44.593;29.352;1:13.945;22.545;1:36.490;33.210;2:09.700;19.944;2:29.644;
03;1;8;2:28.950;0;;44.495;0;51.600;0;52.855;2;145.5;20:35.674;09:35:35.674;0:44.495;0:51.600;0:52.855;;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;44.495;51.600;52.855;17.913;17.913;26.582;44.495;29.241;1:13.736;22.359;1:36.095;33.220;2:09.315;19.635;2:28.950;
03;1;9;2:28.635;0;;44.283;0;51.236;0;53.116;0;145.8;23:04.309;09:38:04.309;0:44.283;0:51.236;0:53.116;;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;44.283;51.236;53.116;17.908;17.908;26.375;44.283;28.781;1:13.064;22.455;1:35.519;33.312;2:08.831;19.804;2:28.635;
03;1;10;2:28.611;0;;44.226;0;51.187;0;53.198;0;145.8;25:32.920;09:40:32.920;0:44.226;0:51.187;0:53.198;;Karl Forman;;Am;;Precision Racing LA;Toyota Gazoo Racing;GF;44.226;51.187;53.198;17.954;17.954;26.272;44.226;28.888;1:13.114;22.299;1:35.413;33.333;2:08.746;19.865;2:28.611;
