TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1747401355;5/16/2025 1:15:55 PM;27.04;29;71.44;1013.8;1.44;88;0;
1747401418;5/16/2025 1:16:58 PM;27.12;29.1;70.89;1013.8;0;88;0;
1747401481;5/16/2025 1:18:01 PM;27.21;29.1;70.41;1013.8;0.36;88;0;
1747401544;5/16/2025 1:19:04 PM;27.32;29.1;69.96;1013.8;0;88;0;
1747401606;5/16/2025 1:20:06 PM;27.46;29.1;69.69;1013.8;1.44;237;0;
1747401667;5/16/2025 1:21:07 PM;27.57;29.1;69.38;1013.8;0.72;237;0;
1747401732;5/16/2025 1:22:12 PM;27.66;29.2;68.69;1013.9;0.36;237;0;
1747401794;5/16/2025 1:23:14 PM;27.73;29.2;69.09;1013.9;1.8;260;0;
1747401857;5/16/2025 1:24:17 PM;27.83;29.2;68.74;1013.9;1.08;260;0;
1747401920;5/16/2025 1:25:20 PM;27.95;29.3;68.11;1013.9;2.16;336;0;
1747401982;5/16/2025 1:26:22 PM;27.93;29.3;67.66;1013.9;1.8;3;0;
1747402045;5/16/2025 1:27:25 PM;27.89;29.3;67.63;1013.7;1.44;28;0;
1747402107;5/16/2025 1:28:27 PM;27.85;29.3;67.77;1013.8;2.88;0;0;
1747402170;5/16/2025 1:29:30 PM;27.7;29.3;67.55;1013.8;3.24;16;0;
1747402233;5/16/2025 1:30:33 PM;27.62;29.4;67.78;1013.7;3.6;359;0;
1747402296;5/16/2025 1:31:36 PM;27.57;29.4;68.04;1013.8;4.32;345;0;
1747402358;5/16/2025 1:32:38 PM;27.55;29.5;67.59;1013.8;2.16;0;0;
1747402421;5/16/2025 1:33:41 PM;27.56;29.5;67.58;1013.8;1.8;0;0;
1747402484;5/16/2025 1:34:44 PM;27.59;29.5;67.88;1013.8;2.16;320;0;
1747402547;5/16/2025 1:35:47 PM;27.62;29.5;67.78;1013.7;1.8;350;0;
1747402609;5/16/2025 1:36:49 PM;27.66;29.5;67.77;1013.7;1.08;350;0;
1747402672;5/16/2025 1:37:52 PM;27.63;29.5;67.98;1013.8;1.08;99;0;
1747402735;5/16/2025 1:38:55 PM;27.59;29.5;68.44;1013.8;3.24;23;0;
1747402797;5/16/2025 1:39:57 PM;27.65;29.6;67.95;1013.8;4.68;53;0;
1747402860;5/16/2025 1:41:00 PM;27.66;29.6;67.32;1013.7;3.6;59;0;
1747402923;5/16/2025 1:42:03 PM;27.59;-999;67.6;1013.8;2.16;70;0;
1747402985;5/16/2025 1:43:05 PM;27.59;29.6;67.83;1013.8;1.44;63;0;
1747403048;5/16/2025 1:44:08 PM;27.66;29.7;67.87;1013.8;4.32;18;0;
