NUMBER;TEAM;VEHICLE;CLASS;FIRSTNAME;SECONDNAME;TOTAL_DRIVER_LAPS;BESTLAP_1;BESTLAP_1_LAPNUM;BESTLAP_2;BESTLAP_2_LAPNUM;BESTLAP_3;BESTLAP_3_LAPNUM;BESTLAP_4;BESTLAP_4_LAPNUM;BESTLAP_5;BESTLAP_5_LAPNUM;BESTLAP_6;BESTLAP_6_LAPNUM;BESTLAP_7;BESTLAP_7_LAPNUM;BESTLAP_8;BESTLAP_8_LAPNUM;BESTLAP_9;BESTLAP_9_LAPNUM;BESTLAP_10;BESTLAP_10_LAPNUM;AVERAGE;
80;Nitro Motorsports;Toyota GR86;Am;Paityn;Feyen;8;1:55.786;6;1:56.060;5;1:56.881;7;1:57.397;8;1:59.039;2;2:02.745;4;2:09.084;3;;0;;0;;0;1:59.570;
113;Nitro Motorsports;Toyota GR86;Am;Ethan;Tovo;8;1:52.429;8;1:52.696;3;1:53.175;7;1:53.196;6;1:53.199;4;1:53.560;2;1:53.561;5;;0;;0;;0;1:53.116;
17;van der Steur Racing;Toyota GR86;Am;Miles;Hewitt;8;1:53.217;8;1:53.631;5;1:54.034;7;1:54.186;4;1:54.535;6;1:55.170;2;1:55.804;3;;0;;0;;0;1:54.368;
93;Eagles Canyon Racing Powered by Fast Track;Toyota GR86;Am;Patrick;Brunson;7;1:53.959;4;1:55.016;5;1:55.810;6;1:56.789;7;;0;;0;;0;;0;;0;;0;1:55.393;
50;Mashore Autobody;Toyota GR86;Am;Casey;Mashore;8;1:52.975;8;1:53.121;6;1:53.375;3;1:54.316;7;1:55.309;5;1:55.629;4;1:56.733;2;;0;;0;;0;1:54.494;
89;Eagles Canyon Racing Powered by Fast Track;Toyota GR86;Am;Livio;Galanti*;8;1:52.366;7;1:52.499;3;1:52.642;6;1:52.716;4;1:52.833;5;1:53.623;2;;0;;0;;0;;0;1:52.779;
16;Copeland Motorsports;Toyota GR86;Am;John;Dean*;8;1:51.687;4;1:52.263;3;1:52.707;8;1:52.747;5;1:52.869;2;2:07.385;6;2:10.511;7;;0;;0;;0;1:57.167;
03;Precision Racing LA;Toyota GR86;Am;Karl;Forman;8;1:54.223;5;1:54.245;4;1:54.726;3;1:54.913;6;1:55.832;2;1:56.454;7;;0;;0;;0;;0;1:55.065;
15;TechSport;Toyota GR86;Am;Brett;Kowalski;8;1:54.060;8;1:54.109;2;1:54.128;7;1:54.776;6;1:57.865;3;;0;;0;;0;;0;;0;1:54.987;
11;RVA Graphics Motorsports by Speed Syndicate;Toyota GR86;Am;Farran;Davis*;8;1:54.251;5;1:55.733;3;1:56.507;2;1:57.234;7;1:57.321;4;2:01.589;6;;0;;0;;0;;0;1:57.105;
3;Eagles Canyon Racing Powered by Fast Track;Toyota GR86;Am;Jason;Kos*;8;1:53.671;5;1:53.710;6;1:53.825;7;1:54.151;4;1:54.395;3;1:54.808;8;1:55.078;2;;0;;0;;0;1:54.234;
72;TechSport;Toyota GR86;Am;Ethan;Goulart;8;1:51.574;6;1:51.596;5;1:52.352;3;1:52.926;2;1:53.306;4;2:02.405;7;;0;;0;;0;;0;1:54.026;
55;RVA Graphics Motorsports by Speed Syndicate;Toyota GR86;Am;Spike;Kohlbecker;8;1:51.561;5;1:51.632;3;1:51.944;2;1:52.416;4;1:54.390;7;1:57.644;6;;0;;0;;0;;0;1:53.264;
88;PT Autosport with Copeland Motorsports;Toyota GR86;Am;Zach;Hollingshead;8;1:52.198;4;1:52.443;5;1:52.490;3;1:52.498;7;1:53.095;6;1:53.273;2;;0;;0;;0;;0;1:52.666;
98;TechSport;Toyota GR86;Am;Max;Schweid;8;1:52.172;8;1:52.242;3;1:52.563;5;1:52.640;7;1:52.839;2;1:53.481;4;1:54.254;6;;0;;0;;0;1:52.884;
51;BSI Racing;Toyota GR86;Am;Massimo;Sunseri;8;1:55.144;8;1:55.227;5;1:55.771;4;1:56.555;7;1:57.247;6;1:57.397;2;2:02.308;3;;0;;0;;0;1:57.092;
13;BSI Racing;Toyota GR86;Am;Westin;Workman;8;1:51.362;5;1:51.855;3;1:51.972;8;1:52.288;2;1:53.437;7;1:53.495;4;1:54.122;6;;0;;0;;0;1:52.647;
46;Lucas Racing;Toyota GR86;Am;Lucas;Weisenberg;5;1:51.266;4;1:51.540;3;1:51.955;2;;0;;0;;0;;0;;0;;0;;0;1:51.587;
7;Copeland Motorsports;Toyota GR86;Am;Jaxon;Bell;8;1:51.673;3;1:51.776;5;1:51.779;4;1:51.987;8;1:52.542;2;1:56.097;7;1:56.374;6;;0;;0;;0;1:53.175;
2;RVA Graphics Motorsports by Speed Syndicate;Toyota GR86;Am;Will;Robusto;8;1:51.585;6;1:51.805;3;1:51.988;7;1:53.131;5;1:53.292;4;1:53.821;2;;0;;0;;0;;0;1:52.603;
71;TechSport;Toyota GR86;Am;Christian;Weir;8;1:52.415;6;1:52.638;7;1:52.801;4;1:53.185;3;1:54.651;5;1:54.916;8;1:55.043;2;;0;;0;;0;1:53.664;
14;Skip Barber Racing;Toyota GR86;Am;Alex;Garcia;8;1:53.490;8;1:53.594;5;1:53.623;6;1:53.916;3;1:54.112;2;2:01.419;4;2:07.979;7;;0;;0;;0;1:56.876;
73;Precision Racing LA;Toyota GR86;Am;Mike;Lamarra*;8;1:54.380;3;1:54.413;6;1:54.495;5;1:55.380;8;1:56.313;2;1:58.639;7;1:58.927;4;;0;;0;;0;1:56.078;
78;Nitro Motorsports;Toyota GR86;Am;Ethan;Ayars;8;1:52.133;7;1:52.153;8;1:52.467;3;1:58.033;4;;0;;0;;0;;0;;0;;0;1:53.696;
31;Nitro Motorsports;Toyota GR86;Am;Jackson;Tovo;8;1:52.260;5;1:52.344;7;1:52.859;3;1:53.042;8;1:53.137;2;1:55.697;4;1:56.182;6;;0;;0;;0;1:53.645;
21;Copeland Motorsports;Toyota GR86;Am;Ford;Koch;8;1:52.183;4;1:52.299;7;1:52.421;3;1:52.729;5;1:52.834;8;1:53.026;2;1:59.862;6;;0;;0;;0;1:53.622;
67;BSI Racing;Toyota GR86;Am;Shea;Holbrook;8;1:53.626;7;1:54.271;8;1:55.040;3;1:56.263;2;1:58.039;4;1:58.055;5;2:02.578;6;;0;;0;;0;1:56.838;
41;Copeland Motorsports;Toyota GR86;Am;Jenson;Sofronas;8;1:52.038;4;1:52.039;5;1:52.141;7;1:52.538;3;1:53.814;2;1:54.808;6;;0;;0;;0;;0;1:52.896;
47;TechSport;Toyota GR86;Am;Ayden;Kirk;8;1:52.142;5;1:53.043;4;1:53.713;7;1:53.883;6;1:54.172;3;1:54.635;8;1:54.978;2;;0;;0;;0;1:53.795;
12;Copeland Motorsports;Toyota GR86;Am;John;Lennon*;8;1:57.816;5;1:57.866;4;1:57.950;7;1:58.566;3;1:59.616;2;1:59.776;6;;0;;0;;0;;0;1:58.598;
5;Copeland Motorsports;Toyota GR86;Am;Beltre;Curtis;8;1:54.236;6;1:55.734;3;1:56.067;5;1:56.173;4;1:56.200;2;1:58.147;8;1:59.249;7;;0;;0;;0;1:56.543;
