TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1747571445;5/18/2025 12:30:45 PM;26.38;32.2;75.87;1013.6;1.44;244;0;
1747571508;5/18/2025 12:31:48 PM;26.42;32.2;75.57;1013.6;4.68;262;0;
1747571570;5/18/2025 12:32:50 PM;26.49;32.1;75.28;1013.6;2.52;235;0;
1747571633;5/18/2025 12:33:53 PM;26.55;32.1;75.44;1013.7;0.36;270;0;
1747571696;5/18/2025 12:34:56 PM;26.59;32.2;75.07;1013.6;2.52;232;0;
1747571759;5/18/2025 12:35:59 PM;26.69;32.1;74.91;1013.6;1.8;351;0;
1747571821;5/18/2025 12:37:01 PM;26.74;32;74.76;1013.6;1.8;95;0;
1747571883;5/18/2025 12:38:03 PM;26.8;32.2;74.49;1013.7;1.08;276;0;
1747571947;5/18/2025 12:39:07 PM;26.9;32.3;74.41;1013.6;2.52;278;0;
1747572009;5/18/2025 12:40:09 PM;26.94;32.3;73.69;1013.7;3.96;234;0;
1747572072;5/18/2025 12:41:12 PM;27;32.3;73.86;1013.6;1.8;73;0;
1747572135;5/18/2025 12:42:15 PM;27.05;32.5;73.44;1013.6;3.6;222;0;
1747572197;5/18/2025 12:43:17 PM;27.02;32.6;72.79;1013.6;7.56;236;0;
1747572260;5/18/2025 12:44:20 PM;26.98;32.7;73.05;1013.6;6.84;231;0;
