TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN;
1752846918;7/18/2025 1:55:18 PM;28.19;37.6;79.19;1005.4;1.8;213;0;
1752846980;7/18/2025 1:56:20 PM;28.28;37.8;77.98;1005.4;6.12;223;0;
1752847043;7/18/2025 1:57:23 PM;28.34;37.7;76.89;1005.3;4.32;252;0;
1752847106;7/18/2025 1:58:26 PM;28.44;37.7;77.38;1005.4;3.6;245;0;
1752847169;7/18/2025 1:59:29 PM;28.51;37.8;77.03;1005.3;4.68;230;0;
1752847231;7/18/2025 2:00:31 PM;28.6;38;76.25;1005.3;8.28;240;0;
1752847294;7/18/2025 2:01:34 PM;28.66;37.9;75.71;1005.2;9;226;0;
1752847357;7/18/2025 2:02:37 PM;28.65;37.9;75.73;1005.4;3.6;254;0;
1752847419;7/18/2025 2:03:39 PM;28.66;38;76.03;1005.4;9;223;0;
1752847482;7/18/2025 2:04:42 PM;28.7;38;76.19;1005.4;3.96;225;0;
1752847545;7/18/2025 2:05:45 PM;28.78;38.2;75.4;1005.4;6.48;227;0;
1752847607;7/18/2025 2:06:47 PM;28.82;38.3;74.8;1005.4;10.8;232;0;
1752847670;7/18/2025 2:07:50 PM;28.83;38.3;74.73;1005.4;8.28;227;0;
1752847733;7/18/2025 2:08:53 PM;28.84;38.2;74.52;1005.4;4.68;216;0;
1752847795;7/18/2025 2:09:55 PM;28.88;38.2;74.91;1005.4;4.68;227;0;
1752847858;7/18/2025 2:10:58 PM;28.94;38.4;75.19;1005.4;5.76;219;0;
1752847921;7/18/2025 2:12:01 PM;29.01;38.3;74.36;1005.4;7.92;230;0;
1752847983;7/18/2025 2:13:03 PM;29.05;38.4;74.62;1005.5;6.84;253;0;
1752848046;7/18/2025 2:14:06 PM;29.1;38.3;74.06;1005.5;11.52;255;0;
1752848109;7/18/2025 2:15:09 PM;29.07;38.2;73.86;1005.5;8.28;266;0;
1752848172;7/18/2025 2:16:12 PM;28.97;38.1;74.64;1005.5;5.04;282;0;
1752848234;7/18/2025 2:17:14 PM;28.89;38.3;75.49;1005.5;2.16;264;0;
1752848297;7/18/2025 2:18:17 PM;28.89;38.5;75.56;1005.5;5.76;250;0;
1752848360;7/18/2025 2:19:20 PM;28.96;38.7;75.59;1005.5;10.8;261;0;
1752848422;7/18/2025 2:20:22 PM;28.99;38.7;74.06;1005.4;4.32;252;0;
1752848485;7/18/2025 2:21:25 PM;29.01;38.7;75.12;1005.5;9;273;0;
1752848548;7/18/2025 2:22:28 PM;29.07;38.8;77.08;1005.4;6.84;287;0;
1752848610;7/18/2025 2:23:30 PM;29.18;38.9;75.2;1005.4;7.2;281;0;
1752848673;7/18/2025 2:24:33 PM;29.22;38.9;75.47;1005.4;5.04;267;0;
